rua,bairro,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Avenida Brasil,Residencial Jardins do Cerrado 1,-16.6674166,-49.418209,17440.3,-17374.71,1387.32
Avenida Brasil,Residencial Jardins do Cerrado 2,-16.6700652,-49.4146282,17038.56,-16993.51,1092.97
Avenida Brigadeiro Faria Lima,Granja Cruzeiro do Sul,-16.6387211,-49.2809485,5348.57,-2762.4,4576.33
Avenida Buenos Aires,Jardim Novo Mundo,-16.6692394,-49.2082578,5118.11,4976.03,1184.74
Avenida Buenos Aires,Residencial Vale do Araguaia,-16.6743668,-49.2010385,5780.69,5744.57,614.92
Avenida Buritis,Village Santa Rita,-16.7249447,-49.3662788,12866.54,-11846.39,-5005.95
Avenida C,Jardim Belvedere,-16.6351221,-49.3062762,7391.13,-5458.7,4976.3
Avenida C,Jardim Goiás,-16.6900065,-49.2354464,2366.57,2081.61,-1123.17
Avenida C,Residencial Alfa,-16.6419027,-49.307423,7002.69,-5580.79,4222.75
Avenida C,Água Branca,-16.6959741,-49.2236424,3788.13,3338.23,-1786.36
Avenida C 1,Jardim América,-16.7205047,-49.28454499999999,5503.38,-3145.27,-4512.52
Avenida C 106,Jardim América,-16.7122795,-49.2893925,5136.25,-3661.32,-3598.43
Avenida C 171,Jardim América,-16.719752,-49.2798913,5163.8,-2649.85,-4428.87
Avenida C 171,Nova Suiça,-16.719752,-49.2798913,5163.8,-2649.85,-4428.87
Avenida C 182,Jardim América,-16.7142293,-49.27769730000001,4518.32,-2416.28,-3815.12
Avenida C 233,Jardim América,-16.7187851,-49.2760833,4872.13,-2244.46,-4321.42
Avenida C 264,Nova Suiça,-16.7183798,-49.2762314,4839.53,-2260.23,-4276.37
Avenida C 9,Setor Castelo Branco,-16.7182788,-49.3144132,7632.38,-6324.94,-4265.15
Avenida C10,Setor Sudoeste,-16.6892027,-49.2968646,4577.56,-4456.77,-1033.84
Avenida C104,Jardim América,-16.7136929,-49.2882624,5164.31,-3541.01,-3755.5
Avenida C107,Jardim América,-16.7112823,-49.2948051,5490.96,-4237.53,-3487.61
Avenida C11,Setor Sudoeste,-16.6923482,-49.2967431,4656.65,-4443.84,-1383.41
Avenida C12,Setor Sudoeste,-16.6953517,-49.2963833,4730.84,-4405.54,-1717.19
Avenida C15,Setor Sudoeste,-16.6956468,-49.3016137,5264.62,-4962.35,-1749.99
Avenida C16,Setor Sudoeste,-16.7001901,-49.3032508,5612.65,-5136.63,-2254.9
Avenida C169,Jardim América,-16.7215661,-49.2901544,5956.81,-3742.43,-4630.48
Avenida C177,Jardim América,-16.723485,-49.2856049,5840.59,-3258.1,-4843.73
Avenida C18,Setor Sudoeste,-16.6981501,-49.3060691,5805.64,-5436.66,-2028.19
Avenida C197,Jardim América,-16.7001365,-49.2796087,3454.49,-2619.76,-2248.94
Avenida C197,Setor Bueno,-16.7001365,-49.2796087,3454.49,-2619.76,-2248.94
Avenida C198,Jardim América,-16.6968072,-49.2844253,3654.75,-3132.52,-1878.95
Avenida C2,Jardim América,-16.6927135,-49.2870958,3703.64,-3416.82,-1424.0
Avenida C205,Jardim América,-16.6996033,-49.2850476,3878.48,-3198.77,-2189.69
Avenida C231,Jardim América,-16.7041058,-49.2808942,3853.69,-2756.61,-2690.06
Avenida C235,Setor Bueno,-16.7088393,-49.2744395,3826.45,-2069.47,-3216.11
Avenida C255,Nova Suiça,-16.7157835,-49.2743226,4489.53,-2057.02,-3987.84
Avenida C4,Jardim América,-16.6958005,-49.2881928,3952.88,-3533.6,-1767.07
Avenida C5,Jardim América,-16.6987724,-49.289049,4189.98,-3624.75,-2097.35
Avenida C7,Setor Sol Nascente,-16.6893693,-49.2927659,4158.1,-4020.44,-1052.35
Avenida C7,Setor Sudoeste,-16.6919044,-49.2938354,4346.51,-4134.29,-1334.08
Avenida C8,Setor Sudoeste,-16.6917326,-49.2972638,4689.98,-4499.27,-1314.99
Avenida Caiapó,Santa Genoveva,-16.6358492,-49.2358324,5306.78,2040.52,4895.5
Avenida Campos Sales,Anhanguera,-16.685653,-49.3512046,10267.14,-10241.64,-639.35
Avenida Canaã,Jardim Novo Mundo,-16.6743466,-49.2251676,3237.12,3175.86,617.17
Avenida Carijós,Residencial Petrópolis,-16.6638734,-49.3541777,10713.73,-10558.14,1781.08
Avenida Cariri,Jardim Diamantina,-16.6362812,-49.279294,5497.46,-2586.26,4847.49
Avenida Carolina Cândida Cabral,Carolina Parque,-16.6933876,-49.3709077,12436.37,-12339.17,-1498.92
Avenida Carolina Cândida Cabral,Setor das Nações Extensão,-16.6845455,-49.3792028,13239.53,-13222.24,-516.27
Avenida Carrinho Cunha,Parque das Flores,-16.6253788,-49.2924818,7259.31,-3990.19,6059.1
Avenida Carrinho Cunha,Residencial Itália,-16.6234033,-49.2959362,7647.47,-4357.94,6278.65
Avenida Cascavel,Setor Castelo Branco,-16.6807235,-49.2940107,4156.27,-4152.96,-91.52
Avenida Castelo Branco,Setor Campinas,-16.6736192,-49.299764,4819.05,-4765.43,698.0
Avenida Castelo Branco,Setor Coimbra,-16.6786936,-49.2857156,3274.47,-3269.89,134.07
Avenida Castelo Branco,São Francisco,-16.6736192,-49.299764,4819.05,-4765.43,698.0
Avenida Catléia,Residencial Alphaville Flamboyant,-16.704997,-49.2154008,5057.33,4215.61,-2789.1
Avenida Center,Jardim Caravelas,-16.7534353,-49.3495024,12967.09,-10060.43,-8172.2
Avenida Center,Jardim Caravelas 1ª Etapa,-16.740347,-49.3470387,11885.19,-9798.15,-6717.65
Avenida Center,Jardins Madri,-16.748523,-49.3434301,12120.86,-9413.99,-7626.28
Avenida Center,Residencial Barcelona,-16.7474999,-49.3376024,11570.99,-8793.59,-7512.58
Avenida Center,Residencial Center Ville,-16.7474999,-49.3376024,11570.99,-8793.59,-7512.58
Avenida Center,Setor Orientville,-16.7474999,-49.3376024,11570.99,-8793.59,-7512.58
Avenida Center,Setor Três Marias I,-16.7452482,-49.3355702,11243.95,-8577.25,-7262.34
Avenida Central,Jardim Nova Esperança,-16.6432209,-49.3265329,8642.97,-7615.17,4076.26
Avenida Central,Setor Empresarial,-16.6434529,-49.3102463,7145.63,-5881.35,4050.47
Avenida Central,Setor Garavelo,-16.7539463,-49.3392618,12178.49,-8970.24,-8228.98
Avenida Central,Setor Urias Magalhães,-16.6391633,-49.2709306,4837.18,-1695.92,4527.19
Avenida Champagne,Jardins França,-16.7344374,-49.1828983,9784.74,7675.72,-6060.9
Avenida Circular,Jardim Balneário Meia Ponte,-16.6149242,-49.2973108,8515.77,-4504.27,7220.95
Avenida Circular,Parque Oeste Industrial,-16.7033933,-49.3255511,7955.51,-7510.65,-2610.88
Avenida Circular,Residencial Eldorado Expansão,-16.7046748,-49.3281668,8265.54,-7789.11,-2753.3
Avenida Circular,Setor Pedro Ludovico,-16.7134639,-49.2546354,3732.34,38.81,-3730.06
Avenida Comercial,Da Vitória,-16.6026258,-49.3461882,12969.65,-9707.61,8587.71
Avenida Comercial,Jardim Nova Esperança,-16.6442562,-49.3241968,8369.24,-7366.47,3961.2
Avenida Consolação,Industrial Mooca,-16.6771431,-49.3178215,6698.57,-6687.78,306.38
Avenida Consolação,Nossa Senhora de Fátima,-16.6872709,-49.3203113,7004.69,-6952.83,-819.15
Avenida Contorno,Jardim Balneário Meia Ponte,-16.6058799,-49.2969484,9365.69,-4465.69,8226.07
Avenida Contorno,Jardim Guanabara,-16.6204245,-49.2242248,7381.44,3276.23,6609.69
Avenida Contorno,Jardim das Hortências,-16.6262189,-49.333634,10286.08,-8371.13,5965.74
Avenida Contorno,Parque das Laranjeiras,-16.7277189,-49.2456246,5410.16,998.08,-5314.26
Avenida Contorno,Vila Maria Dilce,-16.6275139,-49.331768,10040.6,-8172.48,5821.82
Avenida Contorno Oeste,Jardim Europa,-16.7078949,-49.3179701,7394.04,-6703.6,-3111.16
Avenida Contorno da Represa,Parque Industrial de Goiânia,-16.6630149,-49.2541909,1879.51,86.13,1876.49
Avenida Contorno dos Ipês,Residencial Goiânia Golfe Clube,-16.7500434,-49.1763505,11445.06,8372.78,-7795.24
Avenida Copacabana,Jardim Atlântico,-16.7349168,-49.294453,7421.58,-4200.04,-6114.18
Avenida Coronel Joaquim Lúcio,Chácaras de Recreio São Joaquim,-16.6451303,-49.343764,10215.54,-9449.53,3864.06
Avenida Couto Magalhães,Vila Jaraguá,-16.6537223,-49.2555035,2911.32,-53.6,2909.21
Avenida Cristal,Condomínio das Esmeraldas,-16.7899175,-49.3564215,16318.52,-10797.01,-12226.57
Avenida Cristal,Residencial Vale do Araguaia,-16.6787531,-49.2032485,5513.86,5509.3,127.46
Avenida Cristiano Machado,Vila Pedroso,-16.6616136,-49.1788257,8365.08,8109.28,2032.22
Avenida Cristo Rei,Setor Jaó,-16.6447879,-49.2284406,4821.64,2827.43,3902.11
Avenida Cristóvão Colombo,Jardim Novo Mundo,-16.672224,-49.2176569,4068.27,3975.43,853.06
Avenida Cristóvão Colombo,Setor Jaó,-16.6439883,-49.2264638,5018.6,3037.87,3990.97
Avenida Cruzeiro do Sul,Residencial Santa Fé I,-16.7491478,-49.3810105,15471.88,-13414.68,-7695.71
Avenida Cunha Gago,Capuava,-16.655596,-49.3184015,7274.34,-6749.52,2700.98
Avenida Curitiba,Vila João Vaz,-16.6529253,-49.3121628,6787.86,-6085.37,2997.78
Avenida Cândido Portinari,Setor Gentil Meireles,-16.6483271,-49.2851723,4759.81,-3212.05,3508.79
Avenida César Lattes,Conjunto Cachoeira Dourada,-16.7266388,-49.3232872,8938.89,-7269.64,-5194.22
Avenida César Lattes,Setor Novo Horizonte,-16.7189194,-49.3202347,8191.3,-6944.68,-4336.34
Avenida D,Jardim Goiás,-16.6909343,-49.2415266,1888.1,1434.34,-1226.27
Avenida D,Setor Marista,-16.6916498,-49.2678539,1892.47,-1368.39,-1305.79
Avenida D,Setor Oeste,-16.6916616,-49.2688662,1972.75,-1476.15,-1307.1
Avenida Deputado Jamel Cecílio,Fazenda Gameleira,-16.7047006,-49.240641,3153.39,1528.61,-2756.16
Avenida Deputado Jamel Cecílio,Jardim Goiás,-16.7063946,-49.2382167,3445.97,1786.7,-2944.42
Avenida Deputado Jamel Cecílio,Residencial Alphaville Flamboyant,-16.7047006,-49.240641,3153.39,1528.61,-2756.16
Avenida Diogo Naves,Residencial Canadá,-16.72614,-49.33873999999999,10294.55,-8914.7,-5138.79
Avenida Diogo Naves,Residencial Vereda dos Buritis,-16.72614,-49.33873999999999,10294.55,-8914.7,-5138.79
Avenida Diógenes Dolival Sampaio,Jardins Atenas,-16.7259875,-49.2067561,7256.93,5135.89,-5121.84
Avenida Diógenes Dolival Sampaio,Jardins Milão,-16.7249276,-49.2047798,7326.41,5346.28,-5004.05
Avenida Diógenes Dolival Sampaio,Jardins Munique,-16.7203824,-49.20291950000001,7143.55,5544.33,-4498.93
Avenida Diógenes Dolival Sampaio,Jardins Paris,-16.7285197,-49.2066422,7466.77,5148.02,-5403.25
Avenida Diógenes Dolival Sampaio,Jardins Valência,-16.7253085,-49.205932,7266.68,5223.62,-5046.38
Avenida Dom Emanuel,Cidade Jardim,-16.6736115,-49.3060105,5478.34,-5430.42,698.86
Avenida Dom José Newton de Almeida Batista,Santo Hilário,-16.6481642,-49.1917575,7605.18,6732.6,3526.89
Avenida Dom Pedro II,Vila Jardim São Judas Tadeu,-16.6159656,-49.2518114,7117.29,339.45,7105.22
Avenida Domiciano Peixoto,Jardim Vila Boa,-16.7274772,-49.3155667,8342.49,-6447.74,-5287.39
Avenida Domingos Lemes do Prado,Setor Criméia Oeste,-16.6501593,-49.2705538,3698.86,-1655.81,3305.17
Avenida Dona Ana Nunes de Morais,Parque Amazônia,-16.7250349,-49.2777748,5574.19,-2424.53,-5015.97
Avenida Dona Florinda,Residencial São Marcos,-16.7047215,-49.3724705,12812.51,-12505.54,-2758.49
Avenida Dona Maria Cardoso,Parque Amazônia,-16.7317907,-49.2834728,6518.29,-3031.12,-5766.77
Avenida Dona Maria Cardoso,Vila São Tomaz,-16.7446562,-49.2769133,7569.3,-2332.82,-7196.55
Avenida Dona Melinha,Residencial Brisas da Mata,-16.5996565,-49.3120392,10795.48,-6072.21,8917.7
Avenida Dona Terezinha de Morais,Parque Amazônia,-16.7303854,-49.2814097,6278.94,-2811.49,-5610.59
Avenida Doutor Irani Alves Ferreira,Setor Centro Oeste,-16.6740909,-49.2755214,2279.34,-2184.64,645.58
Avenida Doutor Irany Alves Ferreira,Setor Aeroporto,-16.6745802,-49.2756018,2272.78,-2193.2,591.21
Avenida Doutor Ismerino Soares de Carvalho,Setor Aeroporto,-16.6754456,-49.269265,1598.16,-1518.61,495.03
Avenida Doutor Jahyr Abrão Estrela,Residencial Paulo Estrela,-16.6442325,-49.1791241,9003.37,8077.51,3963.83
Avenida Doutor José Hermano,Condomínio Privê dos Girassóis,-16.7142118,-49.2222023,5172.89,3491.54,-3813.17
Avenida Doutor José Hermano,Jardim Vitória,-16.7164814,-49.222227,5360.0,3488.91,-4065.4
Avenida Doutor José Neto Carneiro,Setor Criméia Leste,-16.6451831,-49.2578248,3872.05,-300.72,3858.19
Avenida Dário Vieira Machado,Jardim Balneário Meia Ponte,-16.6165928,-49.2912162,8027.44,-3855.46,7035.52
Avenida Dário Vieira Machado,Residencial Balneário,-16.6059546,-49.2944509,9234.29,-4199.82,8217.77
Avenida Décima Avenida,Setor Leste Vila Nova,-16.662065,-49.2478651,2123.81,759.56,1982.06
Avenida Décima Primeira Avenida,Setor Leste Universitário,-16.6796873,-49.240908,1501.21,1500.19,23.64
Avenida Décima Segunda Avenida,Setor Leste Universitário,-16.6851399,-49.242721,1431.81,1307.18,-582.33
Avenida E,Jardim Goiás,-16.6994243,-49.2425002,2546.72,1330.69,-2169.79
Avenida EF 9,Jardim Eli Fortes Complemento,-16.729114,-49.360757,12522.4,-11258.56,-5469.3
Avenida Edmundo Pinheiro de Abreu,Setor Bela Vista,-16.7100355,-49.2600665,3394.09,-539.36,-3349.05
Avenida Edmundo Pinheiro de Abreu,Setor Pedro Ludovico,-16.7103607,-49.2545169,3387.47,51.43,-3385.19
Avenida Edwirges de Jesus,Jardim Balneário Meia Ponte,-16.6137731,-49.299124,8727.15,-4697.3,7348.88
Avenida Eli Alves Forte,Residencial Eli Forte,-16.731689,-49.3526539,11888.18,-10395.93,-5755.46
Avenida Eli Alves Forte,Residencial Forteville,-16.7390946,-49.3700137,13905.42,-12244.0,-6578.47
Avenida Eli Alves Forte,Residencial Recanto das Emas,-16.7382467,-49.3673868,13614.47,-11964.34,-6484.24
Avenida Eli Alves Forte,Residencial Rio Verde,-16.7384722,-49.3689715,13774.91,-12133.05,-6509.3
Avenida Eli Alves Fortes,Jardim Gardênia,-16.7434069,-49.3797196,15042.95,-13277.25,-7057.71
Avenida Eli Alves Fortes,Residencial Kátia,-16.7371824,-49.3613788,12997.12,-11324.75,-6365.96
Avenida Eli Alves Fortes,Residencial Santa Fé I,-16.7456006,-49.3845778,15614.25,-13794.44,-7301.5
Avenida Elza Pires,Residencial Antônio Carlos Pires,-16.5472179,-49.271872,14862.7,-1796.14,14745.35
Avenida Elza Pires,Residencial Orlando Morais,-16.5475887,-49.2707795,14808.11,-1679.84,14704.15
Avenida Emílio Póvoa,Jardim Balneário Meia Ponte,-16.6124784,-49.3022033,9027.34,-5025.11,7492.76
Avenida Engenheiro Atílio Correia Lima,Cidade Jardim,-16.6820951,-49.3061772,5456.63,-5448.16,-243.95
Avenida Engenheiro Correia Lima,Vila Fróes,-16.6511974,-49.2560702,3193.62,-113.93,3189.8
Avenida Engenheiro Correia Lima,Vila Jaraguá,-16.6511233,-49.2556411,3200.55,-68.25,3198.04
Avenida Engenheiro Eurico Viana,Alto da Glória,-16.7119819,-49.2404102,3891.09,1553.18,-3565.36
Avenida Engenheiro Eurico Viana,Vila Maria José,-16.7105783,-49.2404113,3748.48,1553.07,-3409.37
Avenida Engenheiro Fuad Rassi,Vila Jaraguá,-16.6528227,-49.2541156,3012.33,94.15,3009.18
Avenida Engler,Jardins Atenas,-16.7374305,-49.2117465,7883.07,4604.63,-6393.53
Avenida Ephraim de Morais,Setor Santos Dumont,-16.6500038,-49.3435598,10002.37,-9427.8,3322.45
Avenida Eurico Viana,Parque das Flores,-16.6284989,-49.2849504,6545.8,-3188.42,5712.36
Avenida F,Jardim Santo Antônio,-16.6987598,-49.2187279,4395.86,3861.41,-2095.95
Avenida F,Água Branca,-16.6986935,-49.2184069,4422.45,3895.59,-2088.58
Avenida Feira de Santana,Parque Amazônia,-16.7334794,-49.272349,6237.69,-1846.92,-5954.44
Avenida Felipe Camarão,Condomínio Santa Rita,-16.6842015,-49.3309911,8108.31,-8089.77,-478.04
Avenida Felipe Camarão,Goiá,-16.6847467,-49.3320683,8226.59,-8204.45,-538.63
Avenida Felipe Camarão,Goiá 2,-16.6849716,-49.3324283,8266.52,-8242.77,-563.62
Avenida Filogônio Rezende Machado,Residencial Barravento,-16.6242285,-49.3051048,8173.89,-5334.0,6186.94
Avenida Fiori,Jardins Itália,-16.7194275,-49.2163417,6022.5,4115.44,-4392.81
Avenida Firenze,Jardim Abaporu,-16.6544188,-49.18424,8052.53,7532.89,2831.8
Avenida Floresta,Residencial Aldeia do Vale,-16.615449,-49.1911211,9882.93,6800.35,7162.63
Avenida Floresta,Sítio de Recreio Mansões Bernardo Sayão,-16.615449,-49.1911211,9882.93,6800.35,7162.63
Avenida Fonte Nova,Jardim Fonte Nova,-16.6215405,-49.3146907,9085.57,-6354.48,6485.66
Avenida Fonte Nova,Residencial Barravento,-16.6215405,-49.3146907,9085.57,-6354.48,6485.66
Avenida Fonte Nova,Residencial Mirante,-16.6215405,-49.3146907,9085.57,-6354.48,6485.66
Avenida Fonte Nova,Setor Alto do Vale,-16.618221,-49.3089445,8947.86,-5742.76,6854.57
Avenida Fonte Nova,Vila Finsocial,-16.6234539,-49.3155609,9001.04,-6447.12,6273.02
Avenida Francisco Alves de Moraes,Residencial Recanto do Bosque,-16.6050802,-49.3122238,10314.17,-6091.86,8314.95
Avenida Francisco Pereira de Souza,Sítio de Recreio Paraíso Tropical,,,,,
Avenida Francisco de Araújo,Fazenda Criméia Caveiras,-16.6330207,-49.273972,5590.83,-2019.7,5209.84
Avenida Francisco de Araújo,Setor Urias Magalhães,-16.6327107,-49.2705703,5503.13,-1657.56,5244.29
Avenida Francisco de Melo,Vila Rosa,-16.7445539,-49.2932151,8261.23,-4068.26,-7185.18
Avenida França,Jardim Ipanema,-16.7429684,-49.1881803,9991.04,7113.41,-7008.98
Avenida França,Jardins França,-16.7344374,-49.1828983,9784.74,7675.72,-6060.9
Avenida França,Residencial Ville de France,-16.7429684,-49.1881803,9991.04,7113.41,-7008.98
Avenida França,Setor Grajaú,-16.7633045,-49.3658344,15010.75,-11799.08,-9268.99
Avenida Frei Confalloni,Conjunto Vera Cruz,,,,,
Avenida Frei Galvão,Residencial Frei Galvão,-16.7103947,-49.2568125,3396.35,-192.95,-3388.97
Avenida Frei Miguelino,Goiá 2,-16.684096,-49.3281047,7800.72,-7782.5,-466.31
Avenida Frei Nazareno Confalone,Goiânia 2,-16.6230243,-49.2532012,6327.19,191.49,6320.76
Avenida Fued José Sebba,Jardim Goiás,-16.6934292,-49.2349793,2609.7,2131.34,-1503.54
Avenida G,Residencial Recreio Panorama,-16.6800115,-49.2723857,1851.9,-1850.83,-12.39
Avenida G,Setor Oeste,-16.6800115,-49.2723857,1851.9,-1850.83,-12.39
Avenida G. Vukojicic,Jardim Balneário Meia Ponte,-16.611939,-49.297714,8821.25,-4547.2,7552.71
Avenida GGC23,Residencial Goiânia Golfe Clube,-16.74677,-49.1678638,11891.29,9276.24,-7431.46
Avenida GYN 20,Parque Eldorado Oeste,-16.68877,-49.4042182,15924.36,-15885.3,-985.75
Avenida GYN 20,Residencial Monte Pascoal,-16.6919277,-49.4063545,16176.58,-16112.72,-1336.67
Avenida GYN 23,Residencial Santa Fé I,-16.7534595,-49.382365,15839.21,-13558.88,-8174.88
Avenida GYN20,Residencial Bertim Belchior 1ª etapa,-16.6953233,-49.4084526,16434.26,-16336.08,-1714.04
Avenida Gabriel Henrique de Araújo,Residencial Goiânia Viva,-16.6989067,-49.3504484,10383.65,-10161.14,-2112.27
Avenida Galápagos,Jardim Petrópolis,-16.6649028,-49.3541903,10696.58,-10559.49,1666.68
Avenida Galápagos,Residencial Petrópolis,-16.6649028,-49.3541903,10696.58,-10559.49,1666.68
Avenida Gameleira,Conjunto Residencial Aruanã II,-16.6946396,-49.2011845,5961.72,5729.03,-1638.06
Avenida Gameleira,Jardim Brasil,-16.6946396,-49.2011845,5961.72,5729.03,-1638.06
Avenida Gameleira,Residencial Cléa Borges,-16.6947358,-49.202573,5822.69,5581.21,-1648.75
Avenida Genésio de Lima Brito,Jardim Balneário Meia Ponte,-16.6142089,-49.2953093,8473.33,-4291.2,7300.45
Avenida Geraldo Rodrigues,Jardins Verona,-16.7197126,-49.2120659,6364.56,4570.63,-4424.49
Avenida Gercina Borges,Residencial Santa Efigênia,-16.6933626,-49.4120923,16799.12,-16723.55,-1496.14
Avenida Gercina Borges Teixeira,Conjunto Vera Cruz,-16.6700694,-49.3859809,13994.7,-13943.81,1092.5
Avenida Gercina Borges Teixeira,Jardim São José,-16.6922783,-49.4004386,15552.09,-15482.93,-1375.64
Avenida Gercina Borges Teixeira,Residencial Monte Pascoal,-16.6929981,-49.4027778,15807.43,-15731.96,-1455.63
Avenida Goiás,Fazenda Criméia Caveiras,-16.6519734,-49.263751,3242.2,-931.6,3103.57
Avenida Goiás,Setor Central,-16.6718454,-49.2592368,1002.91,-451.04,895.13
Avenida Goiás,Setor Criméia Oeste,-16.6490727,-49.2645837,3576.64,-1020.25,3425.93
Avenida Goiás,Setor Urias Magalhães,-16.6354679,-49.272585,5283.85,-1872.04,4937.87
Avenida Goiás Norte,Jardim Ipê,-16.6240489,-49.2803821,6773.49,-2702.1,6206.9
Avenida Goiás Norte,Residencial Humaitá,-16.6240489,-49.2803821,6773.49,-2702.1,6206.9
Avenida Goiânia,Jardim Guanabara,-16.6162004,-49.2144068,8298.9,4321.42,7079.12
Avenida Goiânia,Setor Maysa Extensão,-16.6469678,-49.3866888,14498.27,-14019.17,3659.85
Avenida Governador José Ludovico de Almeida,Vila Santa Maria - Conjunto Caiçara,-16.6494112,-49.206843,6148.94,5126.64,3388.31
Avenida Guanabara,Setor Jaó,-16.6515539,-49.2265194,4374.83,3031.95,3150.19
Avenida Guapó,Loteamento Alphaville Residencial,-16.7450751,-49.3858159,15703.87,-13926.25,-7243.1
Avenida Guarany,Jardim Petrópolis,-16.6679428,-49.3586496,11120.48,-11034.21,1328.84
Avenida Guarapari,Jardim Atlântico,-16.7327554,-49.2992699,7534.69,-4712.83,-5873.98
Avenida Guarujá,Condomínio dos Dourados,-16.7366551,-49.2969371,7731.44,-4464.49,-6307.36
Avenida Guarujá,Jardim Atlântico,-16.7357967,-49.2972111,7670.8,-4493.66,-6211.97
Avenida H,Jardim Goiás,-16.7048902,-49.2355145,3468.27,2074.36,-2777.23
Avenida Hamburgo,Jardim Novo Mundo,-16.6620217,-49.2082476,5362.24,4977.11,1986.87
Avenida Hermes Pontes,Setor Novo Horizonte,-16.7225368,-49.3152097,7974.86,-6409.73,-4738.35
Avenida Hilário Sebastião de Figueiredo,Santo Hilário,-16.6514027,-49.1966604,6975.81,6210.65,3166.99
Avenida Horácio Costa Silva,Chácaras Rio Branco,-16.6207868,-49.2895331,7532.58,-3676.28,6569.42
Avenida Horácio Costa Silva,Jardim Balneário Meia Ponte,-16.6207868,-49.2895331,7532.58,-3676.28,6569.42
Avenida Humboldt,Jardim Mariliza,-16.7415983,-49.2087086,8448.18,4928.04,-6856.71
Avenida I,Residencial Recreio Panorama,-16.6262876,-49.3067822,8122.16,-5512.57,5958.1
Avenida Independência,Jardim Atlântico,-16.7409831,-49.2970635,8136.4,-4477.95,-6788.35
Avenida Independência,Jardim Itaipu,-16.7775645,-49.3539174,15129.18,-10530.43,-10853.74
Avenida Independência,Setor Aeroporto,-16.6670583,-49.2707519,2203.25,-1676.9,1427.14
Avenida Independência,Setor Central,-16.6628734,-49.2563984,1899.12,-148.87,1892.22
Avenida Independência,Setor Faiçalville,-16.7439354,-49.3071245,9028.61,-5549.01,-7116.44
Avenida Independência,Setor Leste Vila Nova,-16.6630385,-49.2569723,1886.65,-209.96,1873.87
