rua,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Avenida Goiânia,-16.6160659,-49.216636,8190.61,4084.11,7094.07
Avenida Governador José Ludovico de Almeida,-16.6492995,-49.2067183,6166.87,5139.92,3400.72
Avenida Guanabara,-16.6515539,-49.2265194,4374.83,3031.95,3150.19
Avenida Guapó,-16.7450751,-49.3858159,15703.87,-13926.25,-7243.1
Avenida Guarany,-16.667973,-49.3571484,10961.33,-10874.4,1325.48
Avenida Guarapari,-16.7327554,-49.2992699,7534.69,-4712.83,-5873.98
Avenida Guarujá,-16.7366551,-49.2969371,7731.44,-4464.49,-6307.36
Avenida H,-16.7053534,-49.2354889,3511.28,2077.09,-2828.71
Avenida Hamburgo,-16.6597703,-49.2117209,5124.81,4607.36,2237.07
Avenida Hermes Pontes,-16.7225368,-49.3152097,7974.86,-6409.73,-4738.35
Avenida Hilário Sebastião de Figueiredo,-16.6514027,-49.1966604,6975.81,6210.65,3166.99
Avenida Horácio Costa Silva,-16.6207868,-49.2895331,7532.58,-3676.28,6569.42
Avenida Humboldt,-16.7415983,-49.2087086,8448.18,4928.04,-6856.71
Avenida I,-16.7114099,-49.234602,4122.64,2171.51,-3501.79
Avenida Independência,-16.6630385,-49.2569723,1886.65,-209.96,1873.87
Avenida Industrial,-16.6650388,-49.2386958,2397.28,1735.69,1651.57
Avenida Inglaterra,-16.7169745,-49.3098678,7151.52,-5841.05,-4120.2
Avenida Inhumas,-16.657358,-49.3350898,8891.96,-8526.11,2505.16
Avenida Interligação,-16.7360219,-49.3401524,11008.46,-9065.06,-6236.99
Avenida Ipanema,-16.7328327,-49.3063141,8031.79,-5462.74,-5882.57
Avenida Ismerino Soares de Carvalho,-16.7355644,-49.3109682,8593.05,-5958.2,-6186.15
Avenida Itália,-16.7045988,-49.3137702,6835.56,-6256.49,-2744.85
Avenida JA 1,-16.6066413,-49.3476911,12801.28,-9867.6,8141.46
Avenida Jacarandá,-16.724118,-49.3792626,14118.28,-13228.6,-4914.08
Avenida Jacinto Alves de Abreu,-16.7189382,-49.3431877,10347.04,-9388.18,-4338.43
Avenida Jandiá,-16.7350791,-49.270763,6361.16,-1678.08,-6132.22
Avenida Jardim Botânico,-16.7212638,-49.2451274,4718.1,1051.01,-4596.88
Avenida Jataí,-16.6885995,-49.3390078,9000.12,-8943.2,-966.8
Avenida Jerônimo Coimbra Bueno,-16.671164,-49.417717,17359.59,-17322.34,970.86
Avenida Joaquim Pedro Dias,-16.6859099,-49.3255663,7545.99,-7512.27,-667.9
Avenida Jorge Martins,-16.7120027,-49.2433078,3780.64,1244.71,-3567.67
Avenida José Barbosa Reis,-16.8174982,-49.3742446,19882.35,-12694.4,-15291.69
Avenida José Batista Gregório,-16.6093549,-49.3481311,12648.1,-9914.44,7839.89
Avenida José Leandro da Cruz,-16.7314156,-49.2838191,6498.74,-3067.99,-5725.08
Avenida José Martins Guerra,-16.6181264,-49.2965067,8169.13,-4418.67,6865.08
Avenida José Maurício Beraldo,-16.6807568,-49.3448514,9571.08,-9565.3,-95.22
Avenida José Rizzo,-16.6303038,-49.2836027,6300.64,-3044.95,5511.77
Avenida José Rodrigues de Morais Neto,-16.7299341,-49.2759993,5996.23,-2235.52,-5560.44
Avenida João Carvalho Rezende,-16.6518304,-49.3793672,13610.8,-13239.74,3119.46
Avenida João Damasceno,-16.649089,-49.2925812,5269.18,-4000.78,3424.12
Avenida João Leite,-16.6338483,-49.241464,5319.87,1441.0,5117.86
Avenida João Rita Dias,-16.6733424,-49.3243205,7419.8,-7379.64,728.77
Avenida Juiz de Fora,-16.6655797,-49.2068799,5367.4,5122.71,1591.46
Avenida L,-16.677905,-49.2704965,1665.48,-1649.71,221.71
Avenida La Paz,-16.6854121,-49.3717523,12450.93,-12429.08,-612.58
Avenida Lago Azul,-16.634335,-49.329972,9458.2,-7981.28,5063.77
Avenida Laguna,-16.7346052,-49.2861827,6930.45,-3319.61,-6079.55
Avenida Lapemberg Bibiano,-16.6419478,-49.2687796,4468.1,-1466.93,4217.74
Avenida Laudelino Gomes,-16.7213929,-49.2617326,4669.19,-716.73,-4611.23
Avenida Laurício Pedro Rasmussem,-16.6624214,-49.2256319,3682.89,3126.44,1942.45
Avenida Leblon,-16.7363233,-49.2915167,7381.57,-3887.45,-6270.49
Avenida Leduina Tonesi,,,,,
Avenida Lela,-16.6613339,-49.4132741,16985.5,-16849.36,2063.31
Avenida Liberdade,-16.7569455,-49.3504097,13290.34,-10157.02,-8562.29
Avenida Lico Sampaio,-16.611786,-49.301751,9064.83,-4976.96,7569.71
Avenida Lincoln,-16.6783517,-49.2159046,4167.87,4161.97,172.07
Avenida Lisboa,-16.7320908,-49.3076839,8072.26,-5608.56,-5800.12
Avenida Londres,-16.7175084,-49.3097462,7175.38,-5828.11,-4179.53
Avenida Lorenzo,-16.714026,-49.3332275,9155.18,-8327.85,-3792.52
Avenida Lúcio Rebelo,-16.618561,-49.3078249,8842.53,-5623.57,6816.78
Avenida Macambira,-16.6746154,-49.3208725,7041.15,-7012.58,587.29
Avenida Maceió,-16.664797,-49.358488,11150.77,-11017.01,1678.44
Avenida Madrid,-16.7388811,-49.3128291,8996.85,-6156.3,-6554.74
Avenida Mambaí,-16.6998667,-49.2058076,5690.5,5236.87,-2218.96
Avenida Manaus,-16.6549553,-49.3138363,6853.77,-6263.53,2772.18
Avenida Manchester,-16.6590699,-49.2092519,5395.62,4870.2,2314.91
Avenida Mangabeiras,-16.7353985,-49.3694848,13665.48,-12187.69,-6167.71
Avenida Mangalô,-16.6147678,-49.3205882,10063.58,-6982.31,7238.33
Avenida Mantiqueira,-16.6370929,-49.2790943,5407.87,-2565.0,4757.28
Avenida Manuel Pereira Duarte,-16.7428159,-49.3723656,14323.93,-12494.37,-6992.03
Avenida Marcio da Silva,-16.6219646,-49.2988047,7954.76,-4663.31,6438.53
Avenida Marco Polo,-16.7138501,-49.3060874,6622.49,-5438.6,-3772.97
Avenida Marconi,-16.7128406,-49.3011709,6131.75,-4915.21,-3660.79
Avenida Marechal Deodoro,-16.6661885,-49.2921306,4238.84,-3952.81,1523.8
Avenida Marechal Rondon,-16.6531477,-49.2731161,3545.85,-1928.58,2973.06
Avenida Marginal Barreiro,-16.7259797,-49.1985373,7900.34,6010.84,-5120.97
Avenida Marginal Leste,-16.7121632,-49.1846322,8309.05,7491.13,-3585.5
Avenida Marginal Norte,-16.6639793,-49.2745494,2733.21,-2081.17,1769.31
Avenida Marginal Sul,-16.6631004,-49.2900115,4171.14,-3727.21,1866.99
Avenida Maria Carolina,-16.7434811,-49.3668123,13848.47,-11903.18,-7065.96
Avenida Maria Pestana,-16.620254,-49.293985,7825.39,-4150.22,6628.64
Avenida Maria de Melo,-16.6396407,-49.2997094,6536.38,-4759.62,4474.13
Avenida Maria de Oliveira Sampaio,-16.6204245,-49.303968,8423.22,-5212.98,6609.69
Avenida Marialva,-16.7431976,-49.2857511,7762.99,-3273.66,-7034.45
Avenida Mariana Jacob de Meneses,-16.6210032,-49.2901939,7546.32,-3746.63,6545.38
Avenida Mato Grosso,-16.6750051,-49.2907578,3847.53,-3806.66,543.98
Avenida Mato Grosso do Sul,-16.6479479,-49.2966703,5685.71,-4436.09,3550.93
Avenida Milão,-16.7092181,-49.3201253,7664.26,-6933.03,-3258.21
Avenida Moinho dos Ventos,-16.7312766,-49.3450401,11162.15,-9585.38,-5709.63
Avenida Mont Dor,-16.7103413,-49.2658014,3575.08,-1149.88,-3383.03
Avenida Monte Carlo,-16.7279545,-49.337303,10265.77,-8761.72,-5340.44
Avenida Montes Claros,-16.6342597,-49.1855431,8972.35,7394.16,5072.14
Avenida Montreal,-16.7238224,-49.3442349,10685.34,-9499.67,-4881.23
Avenida Morais Jardim,-16.6864126,-49.3123285,6149.1,-6103.01,-723.76
Avenida Mutirão,-16.6987637,-49.268842,2563.85,-1473.58,-2096.38
Avenida Márcio da Silva,-16.6219646,-49.2988047,7954.76,-4663.31,6438.53
Avenida Nadra Bufaiçal,-16.7402472,-49.3175532,9455.62,-6659.22,-6706.56
Avenida Nazareth,-16.6199938,-49.2226029,7502.29,3448.89,6657.55
Avenida Neddermeyer,-16.6881262,-49.3146916,6423.45,-6354.58,-914.2
Avenida Nelson Naves Brito,-16.6186647,-49.2956083,8067.13,-4323.03,6805.26
Avenida Nero Macedo,-16.6801939,-49.3120662,6078.56,-6075.09,-32.66
Avenida Nerópolis,-16.6113782,-49.2831268,8187.33,-2994.29,7615.03
Avenida New York,-16.6757973,-49.2193122,3828.65,3799.21,455.95
Avenida Nicolau Copérnico,-16.7271813,-49.2341698,5706.34,2217.52,-5254.51
Avenida Noel Rosa,-16.684417,-49.3897926,14366.21,-14349.59,-501.99
Avenida Nona Avenida,-16.6674581,-49.2430837,1877.55,1268.57,1382.71
Avenida Noroeste,-16.6335009,-49.323183,8909.37,-7258.55,5156.47
Avenida Nossa Senhora da Conceição,-16.7267477,-49.2156015,6689.02,4194.24,-5206.32
Avenida Nossa Senhora das Graças,-16.7164716,-49.2227352,5324.08,3434.81,-4064.31
Avenida Nossa Senhora de Fátima,-16.7145144,-49.2124788,5943.42,4526.67,-3846.8
Avenida Nossa Senhora do Perpétuo Socorro,-16.7248884,-49.2188642,6311.62,3846.9,-4999.69
Avenida Nápoli,-16.7082073,-49.3288228,8469.37,-7858.94,-3145.87
Avenida Nízia Floresta,-16.6827595,-49.3306531,8064.49,-8053.79,-317.78
Avenida Odícia Morais,-16.5509358,-49.2741258,14484.24,-2036.07,14332.17
Avenida Oeste,-16.6628283,-49.2636101,2108.24,-916.6,1897.23
Avenida Olavo Bilac,-16.7325304,-49.3156944,8719.66,-6461.33,-5848.97
Avenida Olinda,-16.6958497,-49.2274429,3429.36,2933.64,-1772.54
Avenida Omari L. Martins,-16.5852044,-49.2571993,10532.28,-234.13,10523.8
Avenida Oriente,-16.6057873,-49.3200059,10764.58,-6920.32,8236.36
Avenida Orlando Marques de Abreu,-16.7320594,-49.3587337,12477.68,-11043.16,-5796.63
Avenida Orlando Rizzo,-16.681981,-49.4365915,19343.72,-19331.66,-231.27
Avenida Ormezina Naves Machado,-16.618215,-49.3019985,8492.1,-5003.31,6855.24
Avenida Osmira Moreira,-16.6974096,-49.3812677,13589.14,-13442.06,-1945.89
Avenida Osmira Moreira dos Santos,-16.7049863,-49.3775366,13346.05,-13044.86,-2787.91
Avenida Otávio Lúcio,-16.5959502,-49.319401,11585.13,-6855.93,9329.59
Avenida P,-16.6601952,-49.2638316,2384.5,-940.18,2189.85
Avenida PL 2,-16.6996911,-49.2265011,3749.24,3033.9,-2199.44
Avenida PL 3,-16.6983524,-49.2250639,3791.65,3186.9,-2050.67
Avenida PL 9,-16.7143493,-49.2019084,6829.93,5651.96,-3828.45
Avenida Padre Feijó,-16.6620474,-49.3298028,8211.64,-7963.27,1984.01
Avenida Padre Jardim,-16.6486358,-49.1885389,7887.24,7075.24,3474.48
Avenida Padre Orlando Morais,-16.7365574,-49.2863702,7131.06,-3339.57,-6296.5
Avenida Padre Orlando de Morais,-16.7365574,-49.2863702,7131.06,-3339.57,-6296.5
Avenida Padre Pelágio,-16.6554794,-49.296582,5195.54,-4426.69,2713.93
Avenida Pampulha,-16.6393836,-49.2671442,4687.28,-1292.83,4502.71
Avenida Paranaíba,-16.6708471,-49.2590207,1093.96,-428.03,1006.08
Avenida Paraná,-16.6729222,-49.2909553,3907.7,-3827.69,775.46
Avenida Parque,-16.7203463,-49.3260933,8806.75,-7568.37,-4494.92
Avenida Parque Atheneu,-16.7476058,-49.1956813,9827.87,6314.88,-7524.35
Avenida Parque Cidade,-16.6997927,-49.2055105,5716.46,5268.5,-2210.73
Avenida Pará,-16.6691361,-49.2886506,3778.98,-3582.34,1196.22
Avenida Pedro I,-16.7323277,-49.3219312,9208.57,-7125.28,-5826.45
Avenida Pedro Ludovico,-16.6920404,-49.3171521,6756.23,-6616.52,-1349.2
Avenida Pedro Ludovico Teixeira,-16.6920404,-49.3171521,6756.23,-6616.52,-1349.2
Avenida Pedro Paulo de Souza,-16.6312335,-49.2540929,5412.33,96.57,5408.45
Avenida Pedro Álvares Cabral,-16.6759403,-49.2153833,4242.77,4217.47,440.05
Avenida Perim,-16.6469728,-49.2983536,5893.53,-4615.29,3659.3
Avenida Perimetral,-16.6485925,-49.1853274,8197.75,7417.12,3479.29
Avenida Perimetral Norte,-16.6376989,-49.2841708,5628.2,-3105.43,4689.93
Avenida Perimetral Oeste,-16.6866433,-49.3453027,9647.71,-9613.34,-749.4
Avenida Pindorama,-16.5419385,-49.2714873,15440.88,-1755.19,15332.07
Avenida Pio Correia,-16.7332746,-49.1993131,8390.33,5928.25,-5931.68
Avenida Pio XII,-16.6759574,-49.3065309,5506.41,-5485.82,438.15
Avenida Piratininga,-16.7274352,-49.2709593,5552.24,-1698.98,-5282.73
Avenida Pires,-16.5389441,-49.2664121,15720.68,-1214.9,15664.85
Avenida Pires Fernandes,-16.6713688,-49.2712088,1969.98,-1725.54,948.1
Avenida Planalto,-16.7324191,-49.2363648,6167.89,1983.84,-5836.6
Avenida Planície,-16.5991905,-49.2543952,8974.72,64.39,8969.49
Avenida Platina,-16.7891538,-49.3571416,16306.02,-10873.67,-12141.7
Avenida Porto Dourado,-16.7964961,-49.3602537,17137.77,-11204.98,-12957.67
Avenida Porto Salinas,-16.7286955,-49.4026815,16638.03,-15721.71,-5422.79
Avenida Portugal,-16.6922305,-49.2699223,2099.08,-1588.58,-1370.32
Avenida Presidente Bernardes,-16.736471,-49.3284656,10039.23,-7820.92,-6286.9
Avenida Presidente Dutra,-16.7443553,-49.331046,10814.68,-8095.62,-7163.11
Avenida Presidente Kennedy,-16.6195305,-49.2440872,6812.71,1161.74,6709.04
Avenida Presidente Kubitschek,-16.7406176,-49.3285912,10344.45,-7834.29,-6747.73
Avenida Presidente Prudente,-16.7472405,-49.3289199,10864.7,-7869.28,-7483.75
Avenida Presidente Tancredo Neves,,,,,
Avenida Presidente Venceslau,-16.7453724,-49.329338,10755.36,-7913.79,-7276.14
Avenida Primeira Avenida,-16.6754326,-49.2453763,1139.11,1024.51,496.48
Avenida Primeira Radial,-16.7079256,-49.254404,3116.95,63.45,-3114.57
Avenida Professor Venerando de Freitas Borges,-16.6499653,-49.2352603,3937.14,2101.43,3326.73
Avenida Prudente de Moraes,-16.7213741,-49.3043518,6992.53,-5253.84,-4609.14
Avenida Prudente de Morais,-16.7213741,-49.3043518,6992.53,-5253.84,-4609.14
Avenida Puerta Del Sol,-16.7074141,-49.28239920000001,4228.03,-2916.83,-3057.72
Avenida Pérola,-16.6252017,-49.3574155,12491.24,-10902.83,6078.78
Avenida Quarta Radial,-16.7208556,-49.2592813,4576.83,-455.77,-4551.52
Avenida Quatro de Outubro,-16.6452602,-49.322481,8155.38,-7183.81,3849.62
Avenida Quinta Avenida,-16.6638023,-49.2457194,2044.83,987.98,1788.98
Avenida Quitandinha,-16.6498883,-49.2257035,4569.02,3118.81,3335.29
Avenida Quito Junqueira,-16.6551162,-49.3376212,9222.44,-8795.59,2754.3
Avenida R 1,-16.678208,-49.2773174,2384.61,-2375.84,188.04
Avenida R 11,-16.6878923,-49.2737417,2185.14,-1995.18,-888.21
Avenida R 9,-16.682802,-49.2761784,2278.79,-2254.59,-322.51
Avenida RI 31,-16.7875924,-49.3722424,17299.26,-12481.26,-11968.17
Avenida RPS 1,-16.7132858,-49.335597,9352.48,-8580.1,-3710.26
Avenida Rainha-dos-Lagos,-16.668069,-49.4297237,18657.92,-18600.53,1314.81
Avenida Raposo Tavares,-16.658596,-49.3162783,6944.05,-6523.49,2367.58
Avenida Ravena,-16.7105186,-49.3307783,8759.69,-8067.12,-3402.74
Avenida Real Conquista,-16.7829664,-49.3826246,17777.56,-13586.51,-11454.07
Avenida República do Líbano,-16.6771642,-49.2677763,1394.48,-1360.12,304.04
Avenida Resende,-16.6660025,-49.3257041,7688.31,-7526.94,1544.47
Avenida Rezende,-16.6660025,-49.3257041,7688.31,-7526.94,1544.47
Avenida Rio Bonito,-16.7007941,-49.2180506,4570.11,3933.52,-2322.02
Avenida Rio Branco,-16.6431315,-49.274254,4574.11,-2049.72,4086.19
Avenida Rio Negro,-16.7335475,-49.2756122,6356.43,-2194.31,-5962.01
Avenida Rio Verde,-16.7462463,-49.2977871,8671.18,-4554.98,-7373.26
Avenida Rio Vermelho,-16.7843325,-49.3632114,16359.37,-11519.84,-11605.89
Avenida Rita Caetano,-16.7463873,-49.3716744,14458.61,-12420.79,-7388.93
Avenida Roma,-16.7092181,-49.3201253,7664.26,-6933.03,-3258.21
Avenida Rondônia,-16.6154552,-49.2501546,7184.5,515.83,7161.94
Avenida Roosevelt,-16.6831214,-49.2285596,2839.0,2814.76,-358.0
Avenida Rosenthal,-16.7328978,-49.1944419,8736.41,6446.82,-5889.8
Avenida Rubi,-16.6381641,-49.2800951,5355.73,-2671.55,4638.23
Avenida Rui Barbosa,-16.6411266,-49.2303117,5050.24,2628.24,4309.0
Avenida SB A,-16.7201604,-49.1842579,8764.03,7530.98,-4474.26
Avenida SB B,-16.7185688,-49.1852972,8579.03,7420.34,-4297.38
Avenida Samambaia,-16.5882056,-49.2845272,10670.24,-3143.37,10190.27
Avenida Santa Bárbara,-16.7169248,-49.184928,8523.32,7459.64,-4114.68
Avenida Santa Maria,-16.6741089,-49.3296467,7977.24,-7946.65,643.58
Avenida Santa Rita,-16.7357818,-49.2799284,6757.17,-2653.8,-6210.31
Avenida Santo Antônio,-16.6605552,-49.3065078,5893.28,-5483.36,2149.84
Avenida Santos Dumont,-16.6346747,-49.2237293,6032.09,3328.98,5026.02
Avenida Sebastiana Soares Faria,-16.7470166,-49.3686115,14215.86,-12094.72,-7458.87
Avenida Sebastião Júlio de Aguiar,-16.6910802,-49.3246734,7524.54,-7417.21,-1242.49
Avenida Segunda Radial,-16.7127477,-49.2468511,3754.2,867.51,-3650.46
Avenida Senador Canedo,-16.663059,-49.3849844,13972.11,-13837.73,1871.59
Avenida Senador Péricles,-16.6544832,-49.2409613,3197.48,1494.52,2824.64
Avenida Sergipe,-16.6648278,-49.2929423,4375.34,-4039.22,1675.02
Avenida Seringueiras,-16.742353,-49.3714095,14209.95,-12392.59,-6940.59
Avenida Sexta Avenida,-16.6853132,-49.2392796,1779.35,1673.54,-601.58
Avenida Simon Bolívar,-16.6732855,-49.2165349,4162.72,4094.87,735.09
Avenida Sol Nascente,-16.6433747,-49.3254046,8529.03,-7495.05,4059.16
Avenida Solar,-16.6379869,-49.2722583,5010.04,-1837.26,4657.93
Avenida Sonnemberg,-16.6851569,-49.2996479,4791.45,-4753.07,-584.21
Avenida Sucuri,-16.6403028,-49.2329685,4989.46,2345.4,4400.55
Avenida São Bento,-16.727834,-49.2138342,6901.52,4382.38,-5327.05
Avenida São Carlos,-16.7143826,-49.3020099,6306.38,-5004.53,-3832.15
Avenida São Clemente,-16.6587019,-49.2968795,5045.53,-4458.36,2355.81
Avenida São Domingos,-16.6093549,-49.3481311,12648.1,-9914.44,7839.89
Avenida São Francisco,-16.6331309,-49.2363145,5568.43,1989.2,5197.59
Avenida São Francisco de Assis,-16.7533977,-49.3755413,15217.85,-12832.45,-8168.02
Avenida São João,-16.7130225,-49.240392,3998.2,1555.12,-3681.0
Avenida São Luiz,-16.7336769,-49.3421951,11045.09,-9282.51,-5976.39
Avenida São Paulo,-16.6658446,-49.1823849,7891.28,7730.37,1562.02
Avenida T,-16.7114099,-49.234602,4122.64,2171.51,-3501.79
Avenida T 1,-16.696769,-49.274558,2803.2,-2082.08,-1874.7
Avenida T 10,-16.7056638,-49.2685249,3206.59,-1439.82,-2863.21
Avenida T 11,-16.706434,-49.2668674,3209.8,-1263.37,-2948.8
Avenida T 12,-16.7094397,-49.2676004,3548.25,-1341.4,-3282.83
Avenida T 13,-16.7191838,-49.2638226,4468.08,-939.23,-4365.72
Avenida T 14,-16.7202725,-49.2640016,4590.45,-958.28,-4486.72
Avenida T 15,-16.7164576,-49.2700942,4371.37,-1606.88,-4062.75
Avenida T 2,-16.6933694,-49.2801032,3064.7,-2672.41,-1496.89
Avenida T 3,-16.6991974,-49.2782749,3278.71,-2477.77,-2144.58
Avenida T 32,-16.6886308,-49.2911357,3969.5,-3846.89,-970.28
Avenida T 4,-16.7150021,-49.2668806,4103.16,-1264.77,-3901.0
Avenida T 5,-16.7158849,-49.2691057,4274.08,-1501.65,-3999.11
Avenida T 6,-16.6894823,-49.2826939,3136.31,-2948.21,-1064.91
Avenida T 63,-16.7155319,-49.2811273,4841.66,-2781.43,-3959.88
Avenida T 7,-16.691194,-49.2771959,2677.0,-2362.91,-1255.14
Avenida T 8,-16.6959572,-49.2752062,2796.41,-2151.09,-1784.48
Avenida T 9,-16.7086864,-49.2874638,4711.81,-3455.99,-3199.12
Avenida Terceira Radial,-16.719424,-49.2509215,4416.28,434.18,-4392.42
Avenida Tocantins,-16.6751456,-49.2623554,945.16,-783.03,528.37
Avenida Topázio,-16.6829721,-49.2072303,5099.66,5085.41,-341.41
Avenida Torino,-16.6550485,-49.1854707,7905.19,7401.87,2761.82
Avenida Toronto,-16.7264293,-49.34579,10966.6,-9665.22,-5170.94
Avenida Toscana,-16.8099372,-49.311073,15643.69,-5969.35,-14451.42
Avenida Totó Bueno,-16.6117695,-49.2984601,8878.59,-4626.62,7571.54
Avenida Transbrasiliana,-16.7253138,-49.2690573,5267.05,-1496.5,-5046.97
Avenida Tremendão,-16.6059501,-49.3289054,11384.62,-7867.74,8218.27
Avenida Trieste,-16.7139953,-49.3239985,8269.12,-7345.36,-3789.11
Avenida Trindade,-16.6492614,-49.3875858,14528.75,-14114.67,3404.96
Avenida Tropical,-16.7727485,-49.3403548,13755.33,-9086.6,-10318.53
Avenida Tupinambás,-16.6659952,-49.3534112,10596.18,-10476.55,1545.28
Avenida Tupirama,-16.5839686,-49.2645722,10715.73,-1019.03,10661.14
Avenida Tupy,-16.6689824,-49.3582341,11063.23,-10989.98,1213.31
Avenida Tóquio,-16.6952789,-49.3505565,10320.57,-10172.64,-1709.1
Avenida Ubaldina Naves de Brito,-16.6173257,-49.2913323,7962.07,-3867.82,6954.07
Avenida Uberlândia,-16.7200179,-49.2315947,5110.15,2491.65,-4458.42
Avenida Universitária,-16.6760024,-49.2403286,1621.74,1561.87,433.15
Avenida Uru,-16.7396775,-49.272405,6900.57,-1852.88,-6643.25
Avenida VB 35,-16.7175081,-49.3464423,10598.98,-9734.66,-4179.5
Avenida Valdir Camárcio,-16.5927989,-49.2035512,11128.73,5477.08,9679.8
Avenida Vale Verde,-16.7017483,-49.2191317,4527.37,3818.43,-2428.07
Avenida Vale dos Sonhos,-16.5805689,-49.336962,14080.19,-8725.42,11038.96
Avenida Valência,-16.7441232,-49.3379607,11360.39,-8831.73,-7137.31
Avenida Vasco dos Reis,-16.7282463,-49.3203824,8797.1,-6960.4,-5372.87
Avenida Veneza,-16.7112113,-49.3149023,7268.21,-6377.01,-3479.72
Avenida Vera Cruz,-16.6221155,-49.2167862,7606.45,4068.12,6421.76
Avenida Vereador Germino Alves,-16.6642053,-49.2450217,2043.37,1062.26,1744.2
Avenida Vereda dos Buritis,-16.7221521,-49.3468455,10851.72,-9777.58,-4695.6
Avenida Vicente Rodrigues,-16.7260074,-49.4057758,16856.71,-16051.12,-5124.05
Avenida Vieira Santos,-16.7877539,-49.3663651,16865.92,-11855.58,-11986.12
Avenida Vila Rica,-16.8001483,-49.3656852,17823.99,-11783.2,-13363.55
Avenida Vilas Boas,-16.684923,-49.3251685,7494.82,-7469.92,-558.22
Avenida Ville,-16.7382789,-49.3462494,11686.72,-9714.12,-6487.82
Avenida Vinicius de Moraes,-16.6778088,-49.3698332,12233.87,-12224.78,232.4
Avenida Virgílio Joaquim Ferreira,-16.7369717,-49.218431,7445.85,3893.02,-6342.55
Avenida Vital Brasil,-16.7235207,-49.2944344,6416.05,-4198.06,-4847.7
Avenida Vitória,-16.7434471,-49.2850397,7756.59,-3197.93,-7062.18
Avenida Volta Redonda,-16.6643576,-49.2111737,4978.03,4665.61,1727.27
Avenida Wagner Estelita Campos,-16.65488,-49.3909198,14743.48,-14469.59,2780.55
Avenida Wilson,-16.7829504,-49.3118197,12958.05,-6048.85,-11452.3
Avenida Xavantes,-16.6161782,-49.2945708,8244.78,-4212.58,7081.59
Avenida Xerentes,-16.6140736,-49.2955728,8500.54,-4319.25,7315.48
Avenida Zorca Vukojicic,-16.6198189,-49.2934717,7837.71,-4095.58,6676.99
Avenida Zurique,-16.7142185,-49.2178266,5498.87,3957.36,-3813.92
Avenida da Divisa,-16.6550852,-49.28153,3949.71,-2824.3,2757.74
Avenida da Liberdade,-16.7569455,-49.3504097,13290.34,-10157.02,-8562.29
Avenida da Sede,-16.6222028,-49.3398795,11087.18,-9036.0,6412.06
Avenida da Serrinha,-16.7264695,-49.2671929,5338.64,-1298.02,-5175.41
Avenida das Américas,-16.6894831,-49.3479253,9955.0,-9892.53,-1065.0
Avenida das Aroeiras,-16.662312,-49.195605,6622.19,6323.0,1954.61
Avenida das Bandeiras,-16.6999746,-49.3149675,6766.0,-6383.95,-2230.95
Avenida das Cerâmicas,-16.6775489,-49.1956468,6327.52,6318.55,261.28
Avenida das Espatódias,-16.7266617,-49.2320144,5747.12,2446.97,-5196.77
Avenida das Flores,-16.6472214,-49.1824167,8543.24,7726.99,3631.67
Avenida das Fontes,-16.6983656,-49.3562058,10973.35,-10774.05,-2052.14
Avenida das Gameleiras,-16.6961755,-49.2088168,5241.4,4916.52,-1808.74
Avenida das Indústrias,-16.6418689,-49.2379408,4602.8,1816.07,4226.51
